code,ticker,name,price,ma50,ma150,ma200,market_cap,avg_dollar_volume_5d,price_to_52w_low_pct,price_to_52w_high_pct,estimated_52w_low,estimated_52w_high,price_above_ma50_pct,ma50_above_ma150_pct,ma150_above_ma200_pct,futu_filter_price_gt_ma50,futu_filter_ma50_gt_ma150,futu_filter_ma150_gt_ma200,futu_filter_gt_30_pct_above_52w_low,futu_filter_market_cap_gte_min,futu_filter_avg_dollar_volume_5d_gte_min,futu_filter_within_25_pct_of_52w_high
US.BW,BW,Babcock & Wilcox Enterprises,20.33,15.77,9.81,7.927,2769200145,540126110.7,3155.367,-4.822,0.62450716,21.35997815,28.91566265,60.75433231,23.7542576,True,True,True,True,True,True,True
US.BWA,BWA,博格华纳,64.15,55.517,50.097,48.077,1.315812347e+10,1378784386,103.747,-8.754,31.48512616,70.3044517,15.55019183,10.81901112,4.201593277,True,True,True,True,True,True,True
US.BWAY,BWAY,Brainsway,15.28,14.719,11.42,10.392,611822369.7,18280064.59,208.375,-11.943,4.95500608,17.35239674,3.811400231,28.88791594,9.892224788,True,True,True,True,True,True,True
US.BWLP,BWLP,BW LPG,20.63,17.857,14.8,14.549,3131935281,37052739.04,125.524,-1.995,9.147585179,21.04994643,15.52892423,20.65540541,1.725204481,True,True,True,True,True,True,True
US.BY,BY,Byline Bancorp,32.08,31.992,30.29,29.614,1456729029,23804214.17,31.579,-6.202,24.38079025,34.20115567,0.2750687672,5.619016177,2.282704126,True,True,True,True,True,True,True
US.C,C,花旗集团,123.6,119.656,112.158,107.961,2.108178395e+11,4858956334,76.423,-8.204,70.05889255,134.6463898,3.296115531,6.685211933,3.887514936,True,True,True,True,True,True,True
US.CABA,CABA,Cabaletta Bio,3.36,3.182,2.775,2.546,547864114.6,70134837,166.666,-20.567,1.26000315,4.229979983,5.593966059,14.66666667,8.994501178,True,True,True,True,True,True,True
US.CADL,CADL,Candel Therapeutics,8.305,5.983,5.641,5.629,608875686.1,111258909.8,91.034,-10.355,4.347393658,9.264320375,38.80996156,6.062754831,0.2131817374,True,True,True,True,True,True,True
US.CALY,CALY,Callaway Golf Company,15.42,14.384,12.944,12.044,2771861621,216140786.8,162.915,-14.333,5.865013407,17.99992996,7.202447164,11.12484549,7.472600465,True,True,True,True,True,True,True
US.CARE,CARE,Carter Bankshares,26.105,23.353,20.785,20.321,580105571,46187981.63,70.159,-4.166,15.34153351,27.23981051,11.78435319,12.35506375,2.283352197,True,True,True,True,True,True,True
US.CASY,CASY,Caseys General Stores,857.31,757.026,643.169,614.38,3.168534601e+10,1622399384,98.677,-4.849,431.5094349,900.999464,13.24710116,17.70250121,4.68586217,True,True,True,True,True,True,True
US.CAT,CAT,卡特彼勒,885.45,781.254,670.87,612.951,4.078311713e+11,9453121547,166.188,-4.928,332.6408403,931.3467688,13.33701971,16.45385842,9.449205565,True,True,True,True,True,True,True
US.CATY,CATY,国泰万通金控,55.63,52.353,50.145,49.476,3729183474,102993463.1,36.9,-4.086,40.63550037,57.99987489,6.259431169,4.403230631,1.352170749,True,True,True,True,True,True,True
US.CBC,CBC,Central Bancompany,26.46,25.189,23.728,22.523,6344764020,64430301.07,171.296,-4.854,9.753184713,27.80989217,5.045853349,6.157282535,5.350086578,True,True,True,True,True,True,True
US.CBL,CBL,CBL & Associates Properties,46.195,41.459,36.463,34.628,1429493096,42324659.79,104.151,-5.026,22.62785879,48.63962769,11.4233339,13.70156049,5.299179854,True,True,True,True,True,True,True
US.CBOE,CBOE,芝加哥期权交易所,362.38,305.239,275.002,266.244,3.792443825e+10,1582149353,67.511,-1.503,216.3320618,367.9096825,18.72008492,10.99519276,3.2894638,True,True,True,True,True,True,True
US.CC,CC,The Chemours,23.56,22.226,16.864,16.351,3542898824,335585950.6,163.677,-17.533,8.935174475,28.56900336,6.001979663,31.7955408,3.137422788,True,True,True,True,True,True,True
US.CCNE,CCNE,CNB金融,29.6,29.546,27.421,26.693,877018784.8,12282458.93,42.533,-6.918,20.7671206,31.79991835,0.1827658566,7.749535028,2.727306785,True,True,True,True,True,True,True
US.CCO,CCO,Clear Channel Outdoor,2.385,2.382,2.153,1.941,1213925662,54163720.57,138.559,-1.851,0.9997526817,2.42997891,0.1259445844,10.63632141,10.92220505,True,True,True,True,True,True,True
US.CDNA,CDNA,CareDx,19.83,19.011,18.409,17.183,1024407508,43474654.44,80.93,-14.672,10.96003979,23.23973373,4.308032192,3.270139606,7.134958971,True,True,True,True,True,True,True
US.CECO,CECO,CECO环保,82.22,65.977,61.722,58.234,2949480609,224999330,217.267,-8.897,25.91508099,90.24949782,24.61918547,6.893814199,5.989628052,True,True,True,True,True,True,True
US.CELC,CELC,Celcuity,134.47,119.647,103.631,90.435,6557602747,771890512,1210.623,-10.958,10.26000612,151.0186204,12.38894414,15.45483494,14.59169569,True,True,True,True,True,True,True
US.CERS,CERS,Cerus,2.375,2.031,2.013,1.848,475876313.2,25538109.87,106.521,-24.603,1.150004116,3.149992705,16.93746923,0.8941877794,8.928571429,True,True,True,True,True,True,True
US.CF,CF,CF工业控股,124.67,123.639,97.934,94.871,1.915296159e+10,1571400428,66.872,-11.82,74.70995733,141.3812656,0.8338792776,26.24726857,3.228594618,True,True,True,True,True,True,True
US.CFFN,CFFN,Capitol Federal Financial,7.495,7.349,6.87,6.653,950139853.4,23178022.47,43.892,-5.126,5.208767687,7.899951515,1.986664852,6.972343523,3.261686457,True,True,True,True,True,True,True
US.CGEM,CGEM,Cullinan Therapeutics,15.565,14.253,11.881,10.645,956594486,74051733.81,174.031,-7.019,5.680014305,16.73997914,9.205079632,19.96464944,11.61108502,True,True,True,True,True,True,True
US.CGNT,CGNT,Cognyte Software,9.61,9.13,8.702,8.69,698415927.5,49709441.05,52.782,-17.546,6.290007985,11.65498338,5.257393209,4.918409561,0.1380897583,True,True,True,True,True,True,True
US.CGNX,CGNX,康耐视,64.585,54.208,46.158,45.608,1.074820024e+10,751630749.8,123.94,-10.173,28.84031437,71.89931758,19.14293093,17.44009706,1.205928784,True,True,True,True,True,True,True
US.CGON,CGON,CG Oncology,67.23,67.184,53.453,48.018,5929852260,333487939.3,184.27,-10.953,23.65005101,75.49945534,0.06846868302,25.68798758,11.31867216,True,True,True,True,True,True,True
US.CHCT,CHCT,Community Healthcare Trust,16.79,16.35,15.457,15.029,479720404.5,16520435,38.695,-4.738,12.10569956,17.62507611,2.691131498,5.77731772,2.847827533,True,True,True,True,True,True,True
US.CHEF,CHEF,The Chefs' Warehouse,80.64,66.992,64.044,63.631,3288308003,143768722.4,51.578,-2.621,53.2003325,82.81046221,20.3725818,4.603085379,0.649054706,True,True,True,True,True,True,True
US.CHMG,CHMG,Chemung Financial,65.25,59.821,56.382,55.122,314493255,16136307.88,53.896,-7.878,42.3987628,70.82998632,9.075408301,6.099464368,2.285838685,True,True,True,True,True,True,True
US.CHRD,CHRD,Chord Energy,145.975,135.718,107.851,106.012,8218273238,365152068.6,77.605,-3.006,82.1908167,150.4989999,7.557582635,25.83842523,1.734709278,True,True,True,True,True,True,True
US.CHRN,CHRN,ChronoScale,18.525,11.591,8.444,7.344,2650804883,38553650.45,578.571,-8.923,2.730001724,20.33993215,59.8222759,37.26906679,14.97821351,True,True,True,True,True,True,True
US.CIEN,CIEN,Ciena,570.45,461.088,308.974,260.937,8.066073268e+10,4093693001,706.061,-4.74,70.7700782,598.834768,23.71824901,49.23197421,18.4094245,True,True,True,True,True,True,True
US.CLBK,CLBK,Columbia Financial,19.44,18.219,16.89,16.406,2022682797,36004978.61,42.313,-1.519,13.66003106,19.7398483,6.70179483,7.868561279,2.950140193,True,True,True,True,True,True,True
US.CLDT,CLDT,Chatham Lodging信托,9.67,8.427,7.336,7.203,451407397.4,23836816.2,63.223,-4.682,5.924410163,10.14498835,14.75020767,14.87186478,1.846452867,True,True,True,True,True,True,True
US.CLH,CLH,Clean Harbors,303.54,296.148,262.107,256.155,1.604088455e+10,579550059,50.759,-4.24,201.3412135,316.9799499,2.496049273,12.98744406,2.323593137,True,True,True,True,True,True,True
US.CLS,CLS,天弘科技,364.171,338.202,314.862,291.982,4.186989434e+10,2965691826,233.826,-16.282,109.0900649,434.9972527,7.67854714,7.412771309,7.836099486,True,True,True,True,True,True,True
US.CLYM,CLYM,Climb Bio,10.855,8.48,5.273,4.468,621562977.2,30792305.7,835.775,-13.02,1.160001069,12.47988043,28.00707547,60.81926797,18.01700985,True,True,True,True,True,True,True
US.CM,CM,加拿大帝国商业银行,111.46,103.124,93.755,89.119,1.025822151e+11,375491216.9,75.489,-1.602,63.51395244,113.2746601,8.083472325,9.993067036,5.202033236,True,True,True,True,True,True,True
US.CMBT,CMBT,CMB.Tech,14.88,13.158,11.578,10.906,4317726163,85917390.42,95.698,-4.431,7.603552412,15.56990237,13.0870953,13.64657108,6.161745828,True,True,True,True,True,True,True
US.CMI,CMI,康明斯,697.085,605.807,544.976,509.145,9.619010877e+10,2614672497,129.301,-2.923,304.0043436,718.0743121,15.06717486,11.16214292,7.03748441,True,True,True,True,True,True,True
US.CMP,CMP,罗盘矿物,29.185,25.003,22.145,21.399,1224554386,167170538.2,78.011,-9.895,16.39505424,32.38998946,16.72599288,12.90584782,3.486144212,True,True,True,True,True,True,True
US.CMPR,CMPR,Cimpress,94.54,79.426,73.909,70.575,2290901789,72149126.52,125.767,-1.52,41.87503045,95.99918765,19.02903331,7.464584827,4.724052426,True,True,True,True,True,True,True
US.CMPS,CMPS,COMPASS Pathways,10.245,7.344,6.772,6.328,1382555783,189436621.9,355.333,-9.135,2.250001647,11.27496836,39.50163399,8.446544595,7.016434893,True,True,True,True,True,True,True
US.CMRE,CMRE,Costamare,17.34,16.868,15.591,14.543,2091009081,51958868.57,119.528,-3.323,7.898764622,17.93601374,2.798197771,8.190622795,7.206216049,True,True,True,True,True,True,True
US.CNC,CNC,康西哥,58.395,41.857,40.624,38.188,2.883527582e+10,1696490099,132.881,-6.124,25.07503832,62.20439729,39.51071505,3.035151635,6.378967215,True,True,True,True,True,True,True
US.CNO,CNO,康塞科,46.955,42.741,41.769,40.918,4383178958,143472551,34.949,-0.823,34.79462612,47.34464644,9.859385602,2.32708468,2.079769295,True,True,True,True,True,True,True
US.CNOB,CNOB,ConnectOne Bank,28.88,27.613,26.398,25.845,1452331707,39877239.86,36.306,-5.149,21.18762197,30.4477549,4.588418499,4.602621411,2.139678855,True,True,True,True,True,True,True
US.CNQ,CNQ,加拿大自然资源,47.86,46.918,38.548,36.501,9.956732182e+10,1308944329,69.192,-6.12,28.28738947,50.97997444,2.007758216,21.71318875,5.608065532,True,True,True,True,True,True,True
US.CNTA,CNTA,Centessa Pharmaceuticals,39.595,35.533,28.584,26.354,6126493409,239424832.3,261.598,-1.651,10.95000525,40.25968744,11.43162694,24.31080325,8.461713592,True,True,True,True,True,True,True
US.COCO,COCO,Vita Coco,76.305,56.432,52.55,48.796,4357980224,499501509.6,140.028,-0.915,31.79004116,77.00963819,35.21583499,7.387250238,7.693253545,True,True,True,True,True,True,True
US.CODI,CODI,Compass Diversified,12.14,9.358,7.328,7.255,913364627.2,54783381.37,165.065,-3.955,4.580008677,12.63990838,29.72857448,27.70196507,1.006202619,True,True,True,True,True,True,True
US.COHR,COHR,Coherent,387.88,298.164,220.891,191.494,7.587479786e+10,1.177199577e+10,426.513,-6.094,73.669596,413.0513492,30.08948096,34.98241214,15.35139482,True,True,True,True,True,True,True
US.COHU,COHU,科休半导体,46.73,38.057,29.941,27.532,2204503965,248190918.5,183.858,-10.868,16.46245658,52.4278598,22.78949996,27.10664306,8.749818393,True,True,True,True,True,True,True
US.COLB,COLB,哥伦比亚银行系统,28.61,28.304,28.017,27.278,8282319371,452804218,35.729,-11.436,21.07876725,32.3043223,1.081119276,1.024378056,2.709142899,True,True,True,True,True,True,True
US.CORZ,CORZ,Core Scientific,23.79,18.751,17.883,17.245,7562491097,1458171627,131.417,-5.482,10.28014364,25.16980893,26.87323343,4.853771739,3.699623079,True,True,True,True,True,True,True
US.CPF,CPF,中央太平洋银行,33.64,32.925,31.568,30.944,878045343.6,17701738.54,34.835,-4.998,24.94901176,35.40978085,2.171602126,4.298656868,2.016546019,True,True,True,True,True,True,True
US.CPRX,CPRX,Catalyst Pharmaceuticals,31.145,26.311,24.155,23.195,3811555996,476810345.1,63.49,-4.345,19.05009481,32.55971983,18.3725438,8.925688263,4.138823022,True,True,True,True,True,True,True
US.CQP,CQP,Cheniere Energy Partners LP,64,63.548,56.837,55.53,3.097946387e+10,18971887.33,34.954,-8.258,47.42356655,69.76085108,0.7112733682,11.80744937,2.353682694,True,True,True,True,True,True,True
US.CRGY,CRGY,Crescent Energy,12.89,12.726,10.24,9.9,4256943485,408968678.2,69.558,-9.797,7.602118449,14.28999036,1.288700299,24.27734375,3.434343434,True,True,True,True,True,True,True
US.CROX,CROX,卡骆驰,95.42,93.052,88.05,87.081,4743870695,458516376.2,30.414,-17.776,73.16699127,116.0488422,2.544813653,5.680863146,1.112757088,True,True,True,True,True,True,True
US.CRS,CRS,卡朋特科技,413.32,412.192,355.7,328.107,2.054052886e+10,1003156002,88.779,-13.092,218.9438444,475.5833755,0.2736588774,15.88192297,8.409756573,True,True,True,True,True,True,True
US.CRUS,CRUS,凌云半导体,160.2,154.058,136.2,131.2,8171383718,386674488.8,74.092,-10.502,92.0203111,178.9984134,3.986810162,13.11160059,3.81097561,True,True,True,True,True,True,True
US.CSCO,CSCO,思科,116.62,85.724,78.976,76.01,4.606760255e+11,2.079889281e+10,91.516,-2.287,60.89308465,119.3495236,36.04124866,8.544367909,3.902118142,True,True,True,True,True,True,True
US.CSGS,CSGS,CSG国际(已退市),80.69,80.132,77.66,74.059,2300464154,199005420,35.056,-0.049,59.74558702,80.72955748,0.6963510208,3.183105846,4.862339486,True,True,True,True,True,True,True
US.CSR,CSR,Centerspace,67.24,63.007,62.638,60.814,1129843672,25321518.71,32.388,-3.397,50.79010182,69.60446363,6.718301141,0.5890992688,2.99930937,True,True,True,True,True,True,True
US.CSTM,CSTM,Constellium,32.27,28.602,22.647,20.617,4393588637,254236395,187.356,-7.641,11.22997258,34.93974599,12.82427802,26.29487349,9.846243391,True,True,True,True,True,True,True
US.CSWC,CSWC,西南资本,23.47,22.606,21.453,21.245,1421746438,70524322.24,31.81,-3.153,17.80593278,24.23410121,3.821994161,5.374539691,0.979053895,True,True,True,True,True,True,True
US.CSX,CSX,CSX运输,45.73,42.345,38.782,37.596,8.495842585e+10,2904548706,53.882,-1.761,29.7175758,46.54974094,7.99385996,9.187251818,3.154590914,True,True,True,True,True,True,True
US.CTBI,CTBI,大众信托合众银行,64.02,62.87,59.044,58.008,1162841418,22180761.7,32.608,-6.832,48.27763031,68.71458011,1.829171306,6.479913285,1.785960557,True,True,True,True,True,True,True
US.CTO,CTO,CTO Realty Growth,20.03,19.406,18.026,17.424,676685347.8,25072748.11,38.537,-3.096,14.45823138,20.66994139,3.215500361,7.655608565,3.455004591,True,True,True,True,True,True,True
US.CTOS,CTOS,Custom Truck One Source,9.84,7.703,6.792,6.598,2237938959,46713278.57,134.844,-3.718,4.1900155,10.21997881,27.74243801,13.41283863,2.940284935,True,True,True,True,True,True,True
US.CTRE,CTRE,CareTrust REIT,41.39,38.976,37.274,36.22,9777983327,401147742.4,55.002,-3.922,26.70288125,43.07958117,6.193555008,4.566185545,2.909994478,True,True,True,True,True,True,True
US.CTS,CTS,CTS Corp,59,52.739,48.295,46.421,1686981690,82368670.73,64.057,-4.869,35.96311038,62.0197412,11.87166992,9.201780723,4.036966028,True,True,True,True,True,True,True
US.CTVA,CTVA,Corteva,82.44,81.106,72.589,71.969,5.51375208e+10,1292460343,36.857,-3.725,60.2380587,85.62970657,1.644761177,11.73318271,0.861482027,True,True,True,True,True,True,True
US.CURB,CURB,Curbline Properties,27.83,27.033,24.99,24.252,2937159944,88761134.67,31.543,-3.835,21.15657998,28.93984298,2.948248437,8.175270108,3.043047996,True,True,True,True,True,True,True
US.CVE,CVE,Cenovus能源,30.63,26.385,21.007,19.767,5.711940597e+10,815853402.7,145.926,-0.697,12.45496613,30.84498958,16.08868675,25.60099015,6.273081398,True,True,True,True,True,True,True
US.CVEO,CVEO,Civeo,34.62,29.543,25.839,25.118,378856907.5,19849271.88,75.291,-5.15,19.75001569,36.49973643,17.18511999,14.33492008,2.870451469,True,True,True,True,True,True,True
US.CVGI,CVGI,商用汽车集团,5.145,3.89,2.369,2.223,186547152.8,19395162.14,311.6,-11.139,1.25,5.789941594,32.2622108,64.20430561,6.567701305,True,True,True,True,True,True,True
US.CVLG,CVLG,Covenant Logistics,34.955,29.436,25.504,24.869,879851920.5,28036406.42,95.298,-2.659,17.89828877,35.90984272,18.7491507,15.41718946,2.55337971,True,True,True,True,True,True,True
US.CVS,CVS,西维斯健康,96.795,78.546,77.908,75.926,1.235033837e+11,4673026453,69.662,-1.661,57.05166743,98.42992099,23.23351921,0.8189146172,2.610436478,True,True,True,True,True,True,True
US.CW,CW,寇蒂斯莱特,734.57,708.037,636.994,603.63,2.713587084e+10,761413840.9,81.379,-3.437,404.9917576,760.7158021,3.747403031,11.1528523,5.527226944,True,True,True,True,True,True,True
US.CWAN,CWAN,Clearwater Analytics,24.35,23.86,22.491,21.697,7268189886,344682430.8,54.75,-2.868,15.73505654,25.0689783,2.05364627,6.086879196,3.659492096,True,True,True,True,True,True,True
US.CWBC,CWBC,西部社区银行,23.33,23.301,22.795,22.163,633041026,18004549,36.23,-8.839,17.12544961,25.59208433,0.1244581778,2.219785041,2.851599513,True,True,True,True,True,True,True
US.CWEN.A,CWEN.A,Clearway Energy-A,40.43,38.422,33.792,32.167,8298981884,90477579,62.227,-2.366,24.92186874,41.4097548,5.226172505,13.7014678,5.051761122,True,True,True,True,True,True,True
US.CX,CX,西麦斯,12.73,11.69,11.43,10.803,1.836878473e+10,315476234.7,93.233,-6.876,6.587901652,13.66994545,8.896492729,2.274715661,5.803943349,True,True,True,True,True,True,True
US.CXDO,CXDO,Crexendo,9.79,7.049,6.737,6.634,317346501.7,15915859.63,92.716,-1.011,5.080014114,9.889987776,38.88494822,4.631141458,1.552607778,True,True,True,True,True,True,True
US.CYATY,CYATY,CONTEMPORARY AMPEREX TECHNOLOGY CO UNSPON ADS EACH REP 0.4 ORD,21.645,20.57,17.646,16.906,4.00563171e+11,32343311.55,94.123,-11.363,11.15014707,24.41982468,5.226057365,16.57032755,4.377144209,True,True,True,True,True,True,True
US.CYD,CYD,玉柴国际,50.08,42.144,41.059,39.324,1878917566,40069486.61,205.582,-11.441,16.38839984,56.54987071,18.83067578,2.642538786,4.41206388,True,True,True,True,True,True,True
US.CYRX,CYRX,Cryoport,13.18,9.813,9.551,9.412,664302485.3,30972166.55,148.21,-4.423,5.310019741,13.78992854,34.31162743,2.743168255,1.476838079,True,True,True,True,True,True,True
US.CYTK,CYTK,Cytokinetics,76.35,65.948,64.171,59.528,1.036608478e+10,984145188,156.122,-4.8,29.81001242,80.19957983,15.7730333,2.769163641,7.799690902,True,True,True,True,True,True,True
US.DAC,DAC,达那俄斯,130.855,118.208,103.909,100.611,2382022133,59752981.23,64.04,-3.22,79.77017801,135.2087208,10.69893747,13.76107941,3.277971594,True,True,True,True,True,True,True
US.DAL,DAL,达美航空,70.645,66.955,65.888,63.878,4.641336515e+10,1749020912,57.885,-7.024,44.74459258,75.98197384,5.511164215,1.619414764,3.146623251,True,True,True,True,True,True,True
US.DAR,DAR,美国达尔令国际,61.868,60.031,46.225,42.634,9832438630,724081144.5,112.238,-6.289,29.15029354,66.01999765,3.060085622,29.86695511,8.422854998,True,True,True,True,True,True,True
US.DAVE,DAVE,Dave Inc,230.26,224.729,211.763,211.273,2927582514,427587663.9,51.277,-19.962,152.210845,287.688348,2.461186585,6.122882657,0.2319274115,True,True,True,True,True,True,True
US.DAWN,DAWN,Day One Biopharmaceuticals(已退市),21.53,18.212,11.998,10.724,2224784659,192423141,282.076,0,5.635004554,21.53,18.21875686,51.79196533,11.87989556,True,True,True,True,True,True,True
US.DBI,DBI,Designer Brands,6.565,6.496,6.069,5.431,333170605.4,18612836.51,212.286,-24.281,2.102239614,8.670214873,1.062192118,7.035755479,11.74737617,True,True,True,True,True,True,True
US.DBRG,DBRG,DigitalBridge Group,15.655,15.504,14.148,13.461,2855039640,186202155.8,75.34,-0.095,8.928367743,15.66988639,0.9739422085,9.584393554,5.103632717,True,True,True,True,True,True,True
US.DBSDY,DBSDY,DBS GROUP HLDGS LTD SPONS ADR EACH REP 4 ORD SHS,188.09,176.541,171.041,166.111,1.334326777e+11,28569902.51,50.726,-0.333,124.7893529,188.7184324,6.541823146,3.215603276,2.967894962,True,True,True,True,True,True,True
US.DC,DC,Dakota Gold,5.645,5.526,5.452,5.177,756024107.6,29970175.64,98.035,-22.137,2.850506224,7.249913309,2.153456388,1.357300073,5.311956732,True,True,True,True,True,True,True
US.DCO,DCO,杜科蒙,143.16,134.523,113.756,108.431,2159650135,232911052.7,116.123,-8.415,66.24005774,156.3138068,6.420463415,18.25574036,4.910957199,True,True,True,True,True,True,True
US.DCOM,DCOM,迪募社区银行,35.635,34.657,31.672,31.017,1571984252,63610929.96,49.875,-5.976,23.7764804,37.8998979,2.821940733,9.424728467,2.111745172,True,True,True,True,True,True,True
US.DD,DD,杜邦,49.345,46.34,42.938,40.012,2.022756684e+10,895374989.3,85.124,-5.545,26.65510685,52.24180827,6.484678464,7.923051842,7.312806158,True,True,True,True,True,True,True
US.DEC,DEC,Diversified Energy,16.11,15.959,14.238,14.235,1165131118,42602649.78,36.213,-14.761,11.82706496,18.89979939,0.9461745723,12.08737182,0.0210748156,True,True,True,True,True,True,True
US.DELL,DELL,戴尔科技,241.96,190.171,151.003,146.32,1.5630987e+11,7660020673,131.002,-8.307,104.7436819,263.8805579,27.23285885,25.93855751,3.20051941,True,True,True,True,True,True,True
US.DFKCY,DFKCY,大福库(ADR),22.71,19.882,17.955,17.312,1.670138629e+10,14543467.69,102.406,-10.308,11.22002312,25.31998395,14.22392113,10.73238652,3.714186691,True,True,True,True,True,True,True
US.DFTX,DFTX,Definium Therapeutics,21.115,20.563,16.269,14.724,2302945123,118067714.4,232.781,-19.561,6.345013688,26.24970475,2.684433205,26.39375499,10.49307253,True,True,True,True,True,True,True
US.DGII,DGII,美国迪进国际,62.63,54.022,46.511,43.584,2361288723,125904177,104.072,-10.285,30.69014858,69.80995374,15.93424901,16.14886801,6.715767254,True,True,True,True,True,True,True
US.DGXX,DGXX,Digi Power X,7.585,3.494,3.415,3.199,690442673.9,1105641593,553.448,-17.608,1.160765662,9.205990873,117.0864339,2.313323572,6.752110034,True,True,True,True,True,True,True
US.DHC,DHC,Diversified Healthcare Trust,8.375,7.38,5.921,5.428,2027645505,50217558.66,185.308,-5.152,2.935424173,8.829917341,13.48238482,24.64110792,9.082535004,True,True,True,True,True,True,True
US.DHLGY,DHLGY,Deutsche Post AG,27.22,26.385,25.811,24.855,6.093160193e+10,16596685.82,31.796,-7.367,20.6531306,29.38477648,3.1646769,2.223858045,3.84630859,True,True,True,True,True,True,True
US.DINO,DINO,HF Sinclair,69.232,61.691,54.434,52.819,1.248082905e+10,644933390.5,108.659,-6.769,33.17949382,74.25856207,12.22382519,13.33174119,3.057611844,True,True,True,True,True,True,True
US.DIOD,DIOD,Diodes,99.565,85.374,65.307,62.222,4574487441,337696929.8,135.489,-15.479,42.2801065,117.7991268,16.62215663,30.72718085,4.958053422,True,True,True,True,True,True,True
US.DK,DK,Delek US,44.7,43.119,37.082,34.634,2739553127,244867327.9,162.518,-9.696,17.02740384,49.49946846,3.666597092,16.28013591,7.06819888,True,True,True,True,True,True,True
US.DKILY,DKILY,大金工业(ADR),16.06,13.28,12.699,12.634,4.703036289e+10,17728195.54,50.656,-2.251,10.66004673,16.4298356,20.93373494,4.575163399,0.5144847238,True,True,True,True,True,True,True
US.DKL,DKL,Delek Logistics Partners LP,51.84,50.583,47.207,45.724,2756239695,10606135.83,41.803,-5.262,36.55775971,54.71933121,2.485024613,7.151481772,3.243373283,True,True,True,True,True,True,True
US.DMLP,DMLP,多尔切斯特,27.41,27.13,24.224,24.046,1322681884,18096726.81,37.833,-3.683,19.88638425,28.45811228,1.032067822,11.99636724,0.7402478583,True,True,True,True,True,True,True
US.DNTH,DNTH,Dianthus Therapeutics,85.53,85.27,57.296,50.275,4675602908,123180966,414.156,-11.37,16.63502906,96.50231299,0.3049138032,48.82365261,13.96519145,True,True,True,True,True,True,True
US.DOCN,DOCN,DigitalOcean,152.79,97.227,65.951,57.912,1.594084592e+10,2272329492,497.584,-7.299,25.56795363,164.8202285,57.14770588,47.42308684,13.88140627,True,True,True,True,True,True,True
US.DOW,DOW,陶氏化学,38.95,38.459,29.704,27.939,2.807287901e+10,1350083223,98.877,-8.867,19.5849696,42.73973204,1.276684261,29.4741449,6.317334192,True,True,True,True,True,True,True
US.DRH,DRH,DIAMONDROCK HOSPITALITY CO,10.285,9.919,9.221,8.876,2103185728,51845693.83,46.886,-5.642,7.002028784,10.89997668,3.689888094,7.569677909,3.886885985,True,True,True,True,True,True,True
US.DRTS,DRTS,Alpha Tau Medical,10.42,7.688,6.194,5.557,917061459.5,82600709.52,270.818,-3.606,2.810003829,10.80980144,35.5359001,24.12011624,11.46301961,True,True,True,True,True,True,True
US.DSGN,DSGN,Design Therapeutics,14.02,12.261,9.991,8.91,875646775.5,37233746.46,324.205,-18.724,3.305005834,17.24986466,14.34630128,22.7204484,12.13243547,True,True,True,True,True,True,True
US.DSX,DSX,黛安娜船舶,2.645,2.515,2.138,2.022,326767722.4,11175056.61,95.9,-9.262,1.350178663,2.914986004,5.168986083,17.63330215,5.736894164,True,True,True,True,True,True,True
US.DTM,DTM,DT Midstream,147.205,137.794,125.528,120.339,1.501698824e+10,348271423.2,53.285,-2.156,96.03353231,150.4486734,6.829760367,9.771525078,4.311985308,True,True,True,True,True,True,True
US.DVA,DVA,德维特,193.943,158.507,135.564,135.07,1.245116628e+10,814127658.1,92.023,-4.315,100.9998802,202.6890317,22.35611046,16.92410965,0.3657362849,True,True,True,True,True,True,True
US.DVN,DVN,戴文能源,48.85,47.869,40.705,39.008,5.632355818e+10,2859712306,65.724,-7.323,29.47672033,52.70994961,2.049342999,17.59980346,4.350389664,True,True,True,True,True,True,True
US.DY,DY,戴康工业,439.51,387.251,360.771,337.858,1.319347445e+10,608166203.3,130.459,-5.445,190.7107121,464.8194173,13.49486509,7.339836073,6.78184326,True,True,True,True,True,True,True
US.E,E,埃尼石油,55.065,54.009,43.556,41.078,8.095321136e+10,79254910.67,100.216,-5.06,27.50279698,57.99978934,1.955229684,23.99898981,6.032426116,True,True,True,True,True,True,True
US.ECG,ECG,Everus Construction,157.835,131.919,106.455,99.338,8056151883,507746934.3,185.364,-8.009,55.31006013,171.5765673,19.64538846,23.91996618,7.164428517,True,True,True,True,True,True,True
US.ECO,ECO,Okeanis Eco Tankers,53.87,51.042,41.428,37.584,2103335565,163470171,173.045,-7.835,19.72934864,58.44951988,5.540535245,23.20652699,10.22775649,True,True,True,True,True,True,True
US.ECPG,ECPG,安可资本,80.328,76.067,60.718,56.016,1722254695,158979450.4,125.164,-13.29,35.67532998,92.63983393,5.601640659,25.27915939,8.394030277,True,True,True,True,True,True,True
US.ECVT,ECVT,Ecovyst,14.51,13.272,10.906,10.388,1588170053,114500000.9,106.548,-3.811,7.025001452,15.08488497,9.327908379,21.6944801,4.986522911,True,True,True,True,True,True,True
US.EE,EE,Excelerate Energy,35.735,34.29,32.145,30.215,4068759155,65568201.86,69.332,-17.047,21.10351263,43.07861078,4.214056576,6.672888474,6.38755585,True,True,True,True,True,True,True
