code,ticker,name,price,ma50,ma150,ma200,market_cap,price_to_52w_low_pct,price_to_52w_high_pct,estimated_52w_low,estimated_52w_high,price_above_ma50_pct,ma50_above_ma150_pct,ma150_above_ma200_pct,futu_filter_price_gt_ma50,futu_filter_ma50_gt_ma150,futu_filter_ma150_gt_ma200,futu_filter_gt_30_pct_above_52w_low,futu_filter_market_cap_gte_min,futu_filter_within_25_pct_of_52w_high
US.CRCBY,CRCBY,重庆农村商业银行(ADR),39,32.153,23.315,21.055,8858460000,173.221,0,14.27415901,39,21.295058,37.90692687,10.73379245,True,True,True,True,True,True
US.CRGY,CRGY,Crescent Energy,12.82,12.725,10.239,9.9,4233825871,68.637,-10.286,7.602127647,14.28985443,0.7465618861,24.27971482,3.424242424,True,True,True,True,True,True
US.CRKR,CRKR,Creek Road Miners,14.24,11.378,6.228,5.243,2794609640,884.98,-16.933,1.445714634,17.14278835,25.15380559,82.69107258,18.78695403,True,True,True,True,True,True
US.CRNT,CRNT,Ceragon,2.575,2.391,2.292,2.255,234051264.6,41.483,-9.299,1.820006644,2.838998467,7.695524885,4.319371728,1.640798226,True,True,True,True,True,True
US.CROX,CROX,卡骆驰,95.275,93.049,88.049,87.081,4734181213,30.148,-17.944,73.20512032,116.1097299,2.392287934,5.678656203,1.111608732,True,True,True,True,True,True
US.CRPHY,CRPHY,CERES POWER HOLDINGS PLC UNSPON ADS EACH REP 0.5 ORD SHS,4.77,2.927,2.145,1.816,1860640826,1697.287,-8.969,0.2654000168,5.239973196,62.96549368,36.45687646,18.11674009,True,True,True,True,True,True
US.CRRFY,CRRFY,家乐福(ADR),4.03,3.815,3.463,3.341,1.425840707e+10,47.619,-1.946,2.730000881,4.109980215,5.635648755,10.16459717,3.651601317,True,True,True,True,True,True
US.CRS,CRS,卡朋特科技,415.203,412.23,355.712,328.116,2.062959032e+10,89.598,-12.715,218.9912341,475.6865441,0.7211993305,15.88869647,8.41044021,True,True,True,True,True,True
US.CRUS,CRUS,凌云半导体,159.985,154.054,136.198,131.199,8160417129,73.858,-10.622,92.02049949,178.9981875,3.849948719,13.11032467,3.810242456,True,True,True,True,True,True
US.CSBB,CSBB,CSB BANCORP INC OHIO,66,61.463,53.535,50.612,173382990,66.556,-3.621,39.62631187,68.47964806,7.381676781,14.80900346,5.775310203,True,True,True,True,True,True
US.CSCO,CSCO,思科,116.9,85.73,78.978,76.011,4.616239998e+11,91.91,-2.086,60.91397009,119.3904855,36.35833431,8.549216237,3.903382405,True,True,True,True,True,True
US.CSGS,CSGS,CSG国际(已退市),80.69,80.132,77.66,74.059,2300464154,35.056,-0.049,59.74558702,80.72955748,0.6963510208,3.183105846,4.862339486,True,True,True,True,True,True
US.CSIOY,CSIOY,卡西欧(ADR),100.92,99.191,89.222,87.21,2269103547,44.75,-10.284,69.72020725,112.4882964,1.743101693,11.17325323,2.307074877,True,True,True,True,True,True
US.CSR,CSR,Centerspace,67.51,63.013,62.639,60.815,1134380521,32.92,-3.009,50.78994884,69.60439628,7.136622602,0.5970721116,2.999260051,True,True,True,True,True,True
US.CSTM,CSTM,Constellium,32.41,28.604,22.648,20.618,4412636084,188.601,-7.24,11.23003732,34.93962915,13.30583135,26.29812787,9.845765836,True,True,True,True,True,True
US.CSWC,CSWC,西南资本,23.522,22.607,21.454,21.246,1424878278,32.101,-2.94,17.80607263,24.23449413,4.047418941,5.374289177,0.9790078132,True,True,True,True,True,True
US.CSX,CSX,CSX运输,45.745,42.345,38.782,37.597,8.49864791e+10,53.932,-1.729,29.71766754,46.54984685,8.029283268,9.187251818,3.151847222,True,True,True,True,True,True
US.CTBI,CTBI,大众信托合众银行,64.21,62.874,59.045,58.009,1166292525,33.002,-6.556,48.27746951,68.71495227,2.12488469,6.48488441,1.78592977,True,True,True,True,True,True
US.CTIHY,CTIHY,中国太平(ADR),75.51,44.655,28.09,26.598,1.085537363e+10,307.376,-3.57,18.53570166,78.30550659,69.09640578,58.97116412,5.609444319,True,True,True,True,True,True
US.CTNM,CTNM,Contineum Therapeutics,13.585,13.271,12.638,11.981,507893931.5,305.522,-16.809,3.350003206,16.32989145,2.366061337,5.008703909,5.483682497,True,True,True,True,True,True
US.CTO,CTO,CTO Realty Growth,20.07,19.407,18.026,17.424,678036691.4,38.814,-2.902,14.45819586,20.66983872,3.41629309,7.661156108,3.455004591,True,True,True,True,True,True
US.CTOS,CTOS,Custom Truck One Source,9.885,7.704,6.792,6.598,2248173436,135.918,-3.277,4.190015175,10.21990633,28.30996885,13.42756184,2.940284935,True,True,True,True,True,True
US.CTPCY,CTPCY,中信股份(ADR),8.45,7.822,7.682,7.375,4.916254384e+10,52.402,-2.312,5.544546659,8.649987716,8.028637177,1.822442072,4.162711864,True,True,True,True,True,True
US.CTRE,CTRE,CareTrust REIT,41.46,38.978,37.274,36.221,9794520143,55.264,-3.76,26.70290602,43.0798005,6.367694597,4.571551215,2.907153309,True,True,True,True,True,True
US.CTS,CTS,CTS Corp,58.92,52.737,48.295,46.421,1684694257,63.835,-4.998,35.96301157,62.01974695,11.72421639,9.197639507,4.036966028,True,True,True,True,True,True
US.CTUY,CTUY,CENTURY NEXT FINL CORP,66,65.339,57.914,54.129,121896060,53.551,-6.884,42.98246185,70.8793333,1.011646949,12.82073419,6.992554823,True,True,True,True,True,True
US.CTVA,CTVA,Corteva,82.51,81.107,72.59,71.969,5.51843382e+10,36.973,-3.643,60.23814912,85.62948203,1.729813703,11.73302108,0.8628715141,True,True,True,True,True,True
US.CTXAY,CTXAY,AMPOL LTD UNSP ADS EACH REP 2 ORD SHS,49.298,46.99,42.416,41.183,5873848838,63.284,-4.183,30.19156807,51.4501602,4.911683337,10.78366654,2.993953816,True,True,True,True,True,True
US.CUBI,CUBI,Customers Bancorp,72.35,72.345,71.861,70.521,2447245117,46.043,-12.366,49.54020391,82.55928064,0.006911327666,0.6735224948,1.90014322,True,True,True,True,True,True
US.CUGCY,CUGCY,中国东方集团(ADR),4.2,2.805,2.651,2.594,781739490,73.231,-10.828,2.424508315,4.709998654,49.73262032,5.809128631,2.197378566,True,True,True,True,True,True
US.CURB,CURB,Curbline Properties,27.8,27.033,24.99,24.251,2933993763,31.401,-3.939,21.1566122,28.93994441,2.837272963,8.175270108,3.047297019,True,True,True,True,True,True
US.CURR,CURR,Currenc Group,3.76,3.092,2.423,2.236,422179887.6,1050.55,-20.423,0.326800226,4.724983349,21.60413972,27.61040033,8.363148479,True,True,True,True,True,True
US.CVE,CVE,Cenovus能源,30.495,26.382,21.006,19.766,5.68676554e+10,144.842,-1.134,12.45497096,30.8447798,15.59017512,25.5926878,6.273398766,True,True,True,True,True,True
US.CVEO,CVEO,Civeo,34.4,29.539,25.837,25.117,376449382.4,74.177,-5.753,19.7500244,36.49983554,16.45621043,14.32828889,2.866584385,True,True,True,True,True,True
US.CVGI,CVGI,商用汽车集团,5.14,3.89,2.369,2.223,186365863,311.2,-11.226,1.25,5.789983554,32.13367609,64.20430561,6.567701305,True,True,True,True,True,True
US.CVLG,CVLG,Covenant Logistics,34.94,29.435,25.503,24.869,879474355.7,95.215,-2.701,17.89821479,35.90992713,18.70222524,15.41779399,2.549358639,True,True,True,True,True,True
US.CVS,CVS,西维斯健康,96.615,78.542,77.907,75.925,1.232737168e+11,69.347,-1.843,57.05149781,98.42904734,23.01061852,0.8150743836,2.610470859,True,True,True,True,True,True
US.CW,CW,寇蒂斯莱特,735.21,708.05,636.998,603.633,2.715950949e+10,81.537,-3.353,404.9918198,760.7168355,3.835887296,11.15419515,5.527365137,True,True,True,True,True,True
US.CWAN,CWAN,Clearwater Analytics,24.345,23.86,22.491,21.697,7266697444,54.718,-2.888,15.73507931,25.0689925,2.032690696,6.086879196,3.659492096,True,True,True,True,True,True
US.CWBC,CWBC,西部社区银行,23.36,23.302,22.795,22.163,633855052.2,36.405,-8.722,17.12547194,25.59214707,0.2489056733,2.224171968,2.851599513,True,True,True,True,True,True
US.CWEN.A,CWEN.A,Clearway Energy-A,40.43,38.422,33.792,32.167,8298981884,62.227,-2.366,24.92186874,41.4097548,5.226172505,13.7014678,5.051761122,True,True,True,True,True,True
US.CX,CX,西麦斯,12.765,11.691,11.43,10.803,1.841928806e+10,93.764,-6.62,6.587911067,13.66995074,9.186553759,2.283464567,5.803943349,True,True,True,True,True,True
US.CXDO,CXDO,Crexendo,9.75,7.048,6.737,6.634,316049886.8,91.929,-1.415,5.080003543,9.889942689,38.33711691,4.616298056,1.552607778,True,True,True,True,True,True
US.CYATY,CYATY,CONTEMPORARY AMPEREX TECHNOLOGY CO UNSPON ADS EACH REP 0.4 ORD,21.598,20.57,17.645,16.906,3.996841343e+11,93.697,-11.558,11.15040501,24.42052419,4.997569276,16.57693398,4.371229149,True,True,True,True,True,True
US.CYBQY,CYBQY,赛百达因(ADR),1.9,1.667,1.376,1.342,401149006.4,115.664,-18.103,0.8810000742,2.319987301,13.97720456,21.14825581,2.533532042,True,True,True,True,True,True
US.CYD,CYD,玉柴国际,50.275,42.148,41.06,39.324,1886233639,206.772,-11.096,16.38839268,56.54976154,19.28205372,2.649780809,4.414606856,True,True,True,True,True,True
US.CYRX,CYRX,Cryoport,13.17,9.813,9.551,9.412,663798462.2,148.022,-4.496,5.310012821,13.78999832,34.2097218,2.743168255,1.476838079,True,True,True,True,True,True
US.CYTK,CYTK,Cytokinetics,76.33,65.947,64.171,59.528,1.036336936e+10,156.055,-4.825,29.81000176,80.19963226,15.74446146,2.767605305,7.799690902,True,True,True,True,True,True
US.CZWI,CZWI,Citizens Community Bancorp,20.78,19.945,18.178,17.594,200404647.4,63.674,-7.674,12.69596882,22.50720274,4.186512911,9.720541314,3.319313402,True,True,True,True,True,True
US.DAC,DAC,达那俄斯,130.881,118.208,103.909,100.611,2382495425,64.072,-3.201,79.77046662,135.2090414,10.72093259,13.76107941,3.277971594,True,True,True,True,True,True
US.DAL,DAL,达美航空,70.69,66.956,65.888,63.878,4.647577961e+10,58.097,-6.899,44.71305591,75.92829293,5.576796702,1.620932492,3.146623251,True,True,True,True,True,True
US.DAO,DAO,有道,12.29,10.594,10.366,10.068,1482599615,53.625,-5.751,8,13.03992615,16.00906173,2.19949836,2.959872865,True,True,True,True,True,True
US.DAR,DAR,美国达尔令国际,61.775,60.029,46.224,42.633,9817737849,111.921,-6.429,29.15001345,66.01938635,2.908594179,29.86543787,8.423052565,True,True,True,True,True,True
US.DAVE,DAVE,Dave Inc,228.84,224.7,211.753,211.266,2909528283,50.344,-20.456,152.2109296,287.689832,1.842456609,6.11419909,0.2305150852,True,True,True,True,True,True
US.DAWN,DAWN,Day One Biopharmaceuticals(已退市),21.53,18.212,11.998,10.724,2224784659,282.076,0,5.635004554,21.53,18.21875686,51.79196533,11.87989556,True,True,True,True,True,True
US.DBI,DBI,Designer Brands,6.58,6.496,6.069,5.431,333931848.2,213,-24.108,2.102236422,8.670215569,1.293103448,7.035755479,11.74737617,True,True,True,True,True,True
US.DBIN,DBIN,DACOTAH BANKS INC,44.15,41.784,37.407,36.3,485791853.9,34.048,-1.079,32.93596324,44.63157469,5.662454528,11.70101853,3.049586777,True,True,True,True,True,True
US.DBRG,DBRG,DigitalBridge Group,15.655,15.504,14.148,13.461,2855039640,75.34,-0.095,8.928367743,15.66988639,0.9739422085,9.584393554,5.103632717,True,True,True,True,True,True
US.DBSDY,DBSDY,DBS GROUP HLDGS LTD SPONS ADR EACH REP 4 ORD SHS,187.97,176.539,171.04,166.111,1.333475486e+11,50.63,-0.397,124.7892186,188.7192153,6.475056503,3.215037418,2.967292955,True,True,True,True,True,True
US.DC,DC,Dakota Gold,5.665,5.527,5.453,5.177,758702669.5,98.737,-21.862,2.850500913,7.249993601,2.496833725,1.357051164,5.331272938,True,True,True,True,True,True
US.DCCPY,DCCPY,DCC UNSP ADR EACH REPR 0.1 ORD,39.5,33.379,32.709,32.422,6748506665,38.354,-1.25,28.54995157,40,18.33787711,2.048365893,0.8852014065,True,True,True,True,True,True
US.DCO,DCO,杜科蒙,143.78,134.536,113.76,108.435,2169001673,117.059,-8.019,66.24005455,156.3148911,6.871023369,18.26300985,4.910776041,True,True,True,True,True,True
US.DCOM,DCOM,迪募社区银行,35.72,34.659,31.672,31.017,1575733899,50.233,-5.751,23.77640066,37.89960636,3.061253931,9.431043193,2.111745172,True,True,True,True,True,True
US.DD,DD,杜邦,49.43,46.342,42.938,40.013,2.026241016e+10,85.443,-5.383,26.65509078,52.24219749,6.663501791,7.927709721,7.31012421,True,True,True,True,True,True
US.DEC,DEC,Diversified Energy,16.109,15.959,14.238,14.235,1165073259,36.207,-14.766,11.82685178,18.89973485,0.9399085156,12.08737182,0.0210748156,True,True,True,True,True,True
US.DELL,DELL,戴尔科技,241.65,190.165,151.001,146.319,1.560451132e+11,130.611,-8.462,104.7868488,263.988726,27.07385691,25.93625208,3.199857845,True,True,True,True,True,True
US.DFIHY,DFIHY,DFI RETAIL GROUP HOLDING LIMITED UNSPON ADR EA REP 5 COM USD0.055555,20.5,17.964,13.704,12.674,5549967952,128.27,-4.651,8.980593157,21.49996329,14.11712314,31.08581436,8.126873915,True,True,True,True,True,True
US.DFKCY,DFKCY,大福库(ADR),22.732,19.882,17.955,17.312,1.671727136e+10,102.598,-10.222,11.22024897,25.32023436,14.33457399,10.73238652,3.714186691,True,True,True,True,True,True
US.DFTX,DFTX,Definium Therapeutics,21.02,20.561,16.268,14.723,2292583779,231.284,-19.923,6.345009116,26.24973463,2.232381693,26.38923039,10.49378523,True,True,True,True,True,True
US.DGICB,DGICB,多尼戈尔股份-B,19.08,17.733,16.552,16.174,690352662.6,38.698,-7.596,13.75650694,20.64845678,7.596007444,7.135089415,2.337084209,True,True,True,True,True,True
US.DGII,DGII,美国迪进国际,62.62,54.022,46.511,43.584,2360911701,104.04,-10.299,30.69006077,69.80970112,15.91573803,16.14886801,6.715767254,True,True,True,True,True,True
US.DGXX,DGXX,Digi Power X,7.569,3.494,3.415,3.199,689404277.3,552.465,-17.732,1.160062226,9.200418146,116.628506,2.313323572,6.752110034,True,True,True,True,True,True
US.DHC,DHC,Diversified Healthcare Trust,8.33,7.379,5.921,5.428,2016750694,183.775,-5.662,2.935424192,8.829951875,12.88792519,24.62421888,9.082535004,True,True,True,True,True,True
US.DHLGY,DHLGY,Deutsche Post AG,27.26,26.386,25.811,24.855,6.102114139e+10,31.99,-7.231,20.65307978,29.38481605,3.312362617,2.227732362,3.84630859,True,True,True,True,True,True
US.DIMC,DIMC,DIMECO INC,51.5,48.588,43.953,41.998,130988808,47.988,-2.83,34.80011893,52.99989709,5.993249362,10.54535527,4.654983571,True,True,True,True,True,True
US.DINO,DINO,HF Sinclair,68.955,61.686,54.432,52.817,1.243089276e+10,107.825,-7.142,33.17935763,74.25854531,11.78387316,13.32671958,3.057727626,True,True,True,True,True,True
US.DIOD,DIOD,Diodes,99.81,85.379,65.309,62.224,4585743901,136.069,-15.271,42.28001135,117.7991007,16.90228276,30.73083342,4.95789406,True,True,True,True,True,True
US.DK,DK,Delek US,44.24,43.11,37.079,34.632,2711360858,159.816,-10.626,17.0274348,49.49985454,2.621201577,16.26527145,7.065719566,True,True,True,True,True,True
US.DKILY,DKILY,大金工业(ADR),16.06,13.28,12.699,12.634,4.703036289e+10,50.656,-2.251,10.66004673,16.4298356,20.93373494,4.575163399,0.5144847238,True,True,True,True,True,True
US.DKL,DKL,Delek Logistics Partners LP,51.84,50.583,47.207,45.724,2756239695,41.803,-5.262,36.55775971,54.71933121,2.485024613,7.151481772,3.243373283,True,True,True,True,True,True
US.DLICY,DLICY,DAIICHI LIFE GROUP INC UNSP ADR EACH REPR 2 ORD,20.55,18.359,17.226,16.993,3.705180429e+10,84.304,-11.077,11.15005643,23.10988158,11.93420121,6.577266922,1.371152828,True,True,True,True,True,True
US.DMLP,DMLP,多尔切斯特,27.41,27.13,24.224,24.046,1322681884,37.833,-3.683,19.88638425,28.45811228,1.032067822,11.99636724,0.7402478583,True,True,True,True,True,True
US.DNKEY,DNKEY,丹麦银行,25.19,24.307,22.809,21.879,4.079862631e+10,45.854,-4.769,17.27069535,26.45147063,3.6326984,6.567582972,4.250651309,True,True,True,True,True,True
US.DNLZY,DNLZY,DYNO NOBEL LTD,2.61,2.231,2.197,2.096,4582110493,91.916,0,1.359969987,2.61,16.9878978,1.547564861,4.81870229,True,True,True,True,True,True
US.DOCN,DOCN,DigitalOcean,152.691,97.225,65.95,57.912,1.593547116e+10,497.382,-7.33,25.56002692,164.7685335,57.04911288,47.42228961,13.87967951,True,True,True,True,True,True
US.DOW,DOW,陶氏化学,38.94,38.459,29.704,27.939,2.807287901e+10,98.877,-8.867,19.57994137,42.72875907,1.250682545,29.4741449,6.317334192,True,True,True,True,True,True
US.DPMAY,DPMAY,DIPLOMA PLC UNSPON ADR EACH REP 0.25 OR,22.29,21.248,19.156,18.878,1.195589585e+10,72.757,-14.17,12.90251625,25.96994058,4.903990964,10.9208603,1.472613624,True,True,True,True,True,True
US.DRH,DRH,DIAMONDROCK HOSPITALITY CO,10.285,9.919,9.221,8.876,2103185728,46.886,-5.642,7.002028784,10.89997668,3.689888094,7.569677909,3.886885985,True,True,True,True,True,True
US.DRTS,DRTS,Alpha Tau Medical,10.42,7.688,6.194,5.557,917061459.5,270.818,-3.606,2.810003829,10.80980144,35.5359001,24.12011624,11.46301961,True,True,True,True,True,True
US.DSFGY,DSFGY,大新金融(ADR),14.35,11.955,9.418,8.756,1528634224,71.245,-3.626,8.37980671,14.88990807,20.0334588,26.93777872,7.560529922,True,True,True,True,True,True
US.DSGN,DSGN,Design Therapeutics,13.98,12.261,9.991,8.91,873148496.5,322.995,-18.956,3.305003605,17.24988895,14.02006362,22.7204484,12.13243547,True,True,True,True,True,True
US.DSX,DSX,黛安娜船舶,2.645,2.515,2.138,2.022,326767722.4,95.9,-9.262,1.350178663,2.914986004,5.168986083,17.63330215,5.736894164,True,True,True,True,True,True
US.DTIL,DTIL,Precision BioSciences,7.61,6.771,5.577,5.422,196355099.7,115.58,-13.718,3.53001206,8.819916089,12.3910796,21.40935987,2.858723718,True,True,True,True,True,True
US.DTM,DTM,DT Midstream,147.56,137.801,125.53,120.34,1.505320325e+10,53.655,-1.92,96.0333214,150.4486134,7.08195151,9.775352505,4.312780455,True,True,True,True,True,True
US.DVA,DVA,德维特,194.25,158.514,135.566,135.072,1.247085e+10,92.326,-4.163,101.0003848,202.6878972,22.54438094,16.92754821,0.3657308695,True,True,True,True,True,True
US.DVN,DVN,戴文能源,48.605,47.864,40.703,39.007,5.604119094e+10,64.893,-7.787,29.47669095,52.70948782,1.548136386,17.59329779,4.34793755,True,True,True,True,True,True
US.DY,DY,戴康工业,438.72,387.235,360.766,337.854,1.321388709e+10,130.816,-5.299,190.0734784,463.2686033,13.29554405,7.336888731,6.781627567,True,True,True,True,True,True
US.E,E,埃尼石油,55.32,54.014,43.558,41.08,8.132809684e+10,101.143,-4.62,27.50282138,57.99958062,2.417891658,24.00477524,6.032132425,True,True,True,True,True,True
US.EACO,EACO,EACO CORP,109,89.567,77.404,68.177,529913310,210.364,0,35.12005258,109,21.69660701,15.71365821,13.53388973,True,True,True,True,True,True
US.EBCOY,EBCOY,荏原制作所(ADR),18.59,16.013,14.784,13.743,1.697832037e+10,148.77,-5.104,7.472766009,19.5898668,16.0931743,8.313041126,7.574765335,True,True,True,True,True,True
US.EBMT,EBMT,Eagle Bancorp Montana,21.75,21.438,19.78,18.988,173248124.2,48.488,-8.565,14.64764829,23.78738995,1.455359642,8.382204247,4.171055403,True,True,True,True,True,True
US.ECG,ECG,Everus Construction,158,131.923,106.456,99.338,8064573748,185.662,-7.913,55.31012175,171.5768784,19.76683368,23.92255956,7.165435181,True,True,True,True,True,True
US.ECO,ECO,Okeanis Eco Tankers,53.89,51.043,41.428,37.584,2104116458,173.146,-7.801,19.7293755,58.44965781,5.577650216,23.20894081,10.22775649,True,True,True,True,True,True
US.ECPG,ECPG,安可资本,80.315,76.067,60.718,56.015,1721986690,125.129,-13.304,35.67510183,92.63979884,5.584550462,25.27915939,8.395965366,True,True,True,True,True,True
US.ECVT,ECVT,Ecovyst,14.525,13.272,10.906,10.389,1589264588,106.69,-3.745,7.027432387,15.09012519,9.44092827,21.6944801,4.976417365,True,True,True,True,True,True
US.EDAP,EDAP,EDAP TMS,4.15,3.683,3.352,3.014,155550241.9,242.975,-17.821,1.210000729,5.049951934,12.67988053,9.874701671,11.21433311,True,True,True,True,True,True
US.EDRVY,EDRVY,EDP RENEWABLES SA UNSP ADR EA REPR 2 ORD SHS EUR5,33.21,29.818,27.344,26.361,1.745240489e+10,141.055,0,13.77693887,33.21,11.37567912,9.047688707,3.728993589,True,True,True,True,True,True
US.EE,EE,Excelerate Energy,35.7,34.29,32.145,30.215,4064774083,69.166,-17.128,21.10353144,43.07848248,4.111986002,6.672888474,6.38755585,True,True,True,True,True,True
US.EFGSY,EFGSY,EIFFAGE UNSP ADR EACH REPR 1/5 ORD,33.314,32.178,29.826,29.004,1.599072e+10,40.862,-6.368,23.65009726,35.57971634,3.530362359,7.885737276,2.834091849,True,True,True,True,True,True
US.EFXT,EFXT,Enerflex,27.72,23.405,18.13,16.111,3383695965,313.971,-4.905,6.696121226,29.14979757,18.43623157,29.09542195,12.53181056,True,True,True,True,True,True
US.EGHT,EGHT,8x8,2.305,2.034,2.021,2.017,321128796.8,47.756,-19.965,1.560004331,2.879990004,13.32350049,0.6432459179,0.1983143282,True,True,True,True,True,True
US.EHAB,EHAB,Enhabit,13.8,13.766,11.135,10.3,706913362.8,113.292,-2.953,6.470003563,14.21991406,0.2469853262,23.62819937,8.106796117,True,True,True,True,True,True
US.EKTAY,EKTAY,ELEKTA UNSP ADR EACH REPR 1 ORD SEK0.00,6.046,6.001,5.743,5.516,2309921710,42.029,-10.847,4.256877117,6.78160017,0.7498750208,4.492425562,4.115300943,True,True,True,True,True,True
US.ELA,ELA,Envela,24.07,17.418,13.747,12.104,624940867.3,351.594,-10.719,5.330008813,26.95982348,38.19037777,26.70400815,13.57402512,True,True,True,True,True,True
US.ELEZY,ELEZY,ENDESA SA UNSP ADR EA REPR 0.50 ORD SHS,21.34,21.339,19.168,18.184,4.38925627e+10,51.306,-7.177,14.10386898,22.9899917,0.004686255213,11.32616861,5.411350638,True,True,True,True,True,True
US.ELVA,ELVA,Electrovaya,10.07,8.866,7.818,7.296,498540323.6,237.919,-15.235,2.980004084,11.87990326,13.57996842,13.40496291,7.154605263,True,True,True,True,True,True
US.ELVN,ELVN,Enliven Therapeutics,41.54,38.837,27.972,25.894,2529991457,180.96,-14.403,14.78502278,48.52973819,6.959857867,38.84241384,8.025025102,True,True,True,True,True,True
US.EME,EME,EMCOR Group,914.2,809.35,722.885,699.701,4.062730215e+10,103.237,-3.966,449.8196687,951.9545161,12.9548403,11.96110031,3.313415302,True,True,True,True,True,True
US.EMYB,EMYB,EMBASSY BANCORP INC,20.292,19.742,18.141,17.38,150452099.4,41.718,-1.639,14.31857633,20.63012779,2.785938608,8.825312827,4.378596087,True,True,True,True,True,True
US.ENB,ENB,恩桥,54.755,53.222,48.654,47.646,1.195792157e+11,39.135,-1.758,39.35386495,55.7348181,2.88038781,9.388745016,2.115602569,True,True,True,True,True,True
US.ENBP,ENBP,ENB FINACIAL CORP,25.32,24.748,22.555,21.234,144399960,60.867,-1.544,15.73971044,25.71707159,2.311297883,9.722899579,6.221154752,True,True,True,True,True,True
US.ENGGY,ENGGY,ENAGAS SA UNSP ADR EACH REP 0.50 ORD,9.635,9.42,8.472,8.215,5010388384,38.507,-4.698,6.956327117,10.10996621,2.282377919,11.1898017,3.128423615,True,True,True,True,True,True
US.ENIC,ENIC,Enel Chile,4.209,4.119,3.948,3.82,5822302452,41.931,-8.015,2.965525502,4.575746046,2.184996358,4.331306991,3.35078534,True,True,True,True,True,True
US.ENLT,ENLT,Enlight Renewable Energy,86.285,79.405,58.27,50.684,1.202129678e+10,411.47,-10.119,16.87000215,95.99915444,8.664441786,36.27080831,14.96724805,True,True,True,True,True,True
US.ENPH,ENPH,Enphase Energy,51.18,37.637,36.512,36.428,6759917524,98.99,-3.098,25.71988542,52.81624734,35.98320801,3.081178791,0.2305918524,True,True,True,True,True,True
US.ENS,ENS,艾诺斯,232.55,191.979,164.321,149.149,8569787024,206.194,-2.978,75.94858162,239.6879058,21.13304059,16.83168919,10.17237796,True,True,True,True,True,True
US.ENTG,ENTG,英特格,133.5,131.293,110.537,104.165,2.035875e+10,102.056,-16.058,66.07079226,159.0383836,1.680973091,18.77742294,6.117217875,True,True,True,True,True,True
US.ENVA,ENVA,易诺华,164.14,151.741,145.201,137.49,4084606829,84.426,-7.097,89.00046631,176.6789017,8.171160069,4.504101211,5.608407884,True,True,True,True,True,True
US.EOG,EOG,EOG能源,138.985,136.294,117.781,116.944,7.402737624e+10,39.181,-7.773,99.85917618,150.6988192,1.974408264,15.71815488,0.7157271857,True,True,True,True,True,True
US.EPD,EPD,Enterprise Products,39.245,37.437,33.744,32.827,8.490727455e+10,37.461,-1.096,28.54991598,39.67989161,4.829446804,10.94416785,2.793432236,True,True,True,True,True,True
US.EQ,EQ,Equillium,2.34,2.07,1.565,1.524,147950141,766.666,-13.333,0.2700002077,2.699989615,13.04347826,32.26837061,2.690288714,True,True,True,True,True,True
US.EQIX,EQIX,易昆尼克斯,1062.125,1030.761,883.273,855.447,1.047512794e+11,52.132,-5.896,698.1601504,1128.67147,3.042800416,16.69789521,3.252802336,True,True,True,True,True,True
US.EQNR,EQNR,Equinor,38.845,38.109,28.913,27.593,9.677465782e+10,78.597,-9.723,21.75008539,43.0286784,1.931302317,31.80576211,4.783821984,True,True,True,True,True,True
US.EQUEY,EQUEY,EQUATORIAL SA SPON ADR EACH REP 1 ORD,8.13,7.986,6.96,6.571,1.023030079e+10,40.977,-15.224,5.766898147,9.589978296,1.803155522,14.74137931,5.919951301,True,True,True,True,True,True
US.ERIC,ERIC,爱立信,12.495,11.602,10.456,9.761,4.154072885e+10,80.469,-2.762,6.923626772,12.84991464,7.696948802,10.96021423,7.120172114,True,True,True,True,True,True
US.ESCA,ESCA,Escalade,18.44,17.936,14.678,14.041,254564900.7,64.782,-13.508,11.19054266,21.31989086,2.809991079,22.19648453,4.536713909,True,True,True,True,True,True
US.ESEA,ESEA,Euroseas,69.285,68.304,60.521,59.829,488866715.1,94.162,-7.323,35.68411945,74.7596491,1.436226283,12.85999901,1.156629728,True,True,True,True,True,True
US.ESI,ESI,Element Solutions,42.2,37.184,31.038,29.595,1.028022376e+10,104.614,-7.283,20.62419971,45.51484625,13.48967298,19.8015336,4.875823619,True,True,True,True,True,True
US.ESOA,ESOA,Energy Services of America,17.91,14.942,11.727,11.301,334194850.9,129.826,-10.18,7.792851984,19.93987976,19.86347209,27.41536625,3.769577913,True,True,True,True,True,True
US.ESP,ESP,Espey Manufacturing & Electronics,66.63,62.591,51.416,49.468,199617983.3,98.5,-10.886,33.56675063,74.7693965,6.453004426,21.73447954,3.937899248,True,True,True,True,True,True
US.ET,ET,Energy Transfer,20.19,18.956,17.407,17.153,6.94770058e+10,31.509,-1.367,15.35256142,20.46982247,6.509812197,8.898718906,1.480790532,True,True,True,True,True,True
US.ETON,ETON,Eton Pharmaceutical,29.92,24.513,19.36,18.996,819579351.4,128.658,-7.397,13.08504404,32.30996836,22.05768368,26.61673554,1.916192883,True,True,True,True,True,True
US.ETR,ETR,安特吉,110.54,110.414,100.336,97.406,5.061481207e+10,41.516,-6.673,78.11130897,118.4437515,0.1141159636,10.04425132,3.008028253,True,True,True,True,True,True
US.EVC,EVC,超视野传播,8.155,4.066,3.197,2.974,750579512.9,386.345,-13.244,1.676793223,9.39992623,100.5656665,27.18173287,7.498318763,True,True,True,True,True,True
