code,ticker,name,price,ma50,ma150,ma200,price_to_52w_low_pct,price_to_52w_high_pct,estimated_52w_low,estimated_52w_high,price_above_ma50_pct,ma50_above_ma150_pct,ma150_above_ma200_pct,futu_filter_price_gt_ma50,futu_filter_ma50_gt_ma150,futu_filter_ma150_gt_ma200,futu_filter_gt_30_pct_above_52w_low,futu_filter_within_25_pct_of_52w_high
US.CODI.PRA,CODI.PRA,COMPASS DIVERSIFIED 7.250% PFD SER A REP BENFCL INTRST COMPS,20.87,19.112,17.369,17.094,111.993,-2.156,9.844664682,21.32987204,9.198409376,10.03512004,1.608751609,True,True,True,True,True
US.CODI.PRB,CODI.PRB,COMPASS DIVERSIFIED 7.875% FIXED FLTG RAT CUM PFD SHS SER B,22.4,20.613,19,18.787,94.255,-1.754,11.53123472,22.79991043,8.669286373,8.489473684,1.133762708,True,True,True,True,True
US.CODI.PRC,CODI.PRC,COMPASS DIVERSIFIED 7.875% CUM PREFERRED SHARES SERIES C,21.95,20.415,18.988,18.792,95.013,-1.305,11.25565988,22.24023507,7.518981141,7.515272804,1.04299702,True,True,True,True,True
US.COHR,COHR,Coherent,400.25,295.39,219.089,190.067,443.483,-3.067,73.64535781,412.9140747,35.49883205,34.82648604,15.26935239,True,True,True,True,True
US.COHU,COHU,科休半导体,48.86,37.696,29.768,27.393,196.797,-6.806,16.46243055,52.42826791,29.61587436,26.63262564,8.6700982,True,True,True,True,True
US.COLAR,COLAR,COLUMBUS ACQUISITION CORP COM USD0.0001 30/09/2025 (SUB/RIGHTS),0.499,0.333,0.312,0.285,353.636,-10.781,0.1100000882,0.5592979074,49.84984985,6.730769231,9.473684211,True,True,True,True,True
US.COLB,COLB,哥伦比亚银行系统,29.155,28.293,27.993,27.25,38.314,-9.748,21.07884957,32.30399326,3.046689994,1.071696496,2.726605505,True,True,True,True,True
US.COLB,COLB,哥伦比亚银行系统,29.155,28.293,27.993,27.25,38.314,-9.748,21.07884957,32.30399326,3.046689994,1.071696496,2.726605505,True,True,True,True,True
US.CONC,CONC,CONECTISYS CORP,1,0.998,0.907,0.735,8671.929,0,0.01140000107,1,0.2004008016,10.03307607,23.40136054,True,True,True,True,True
US.CORZ,CORZ,Core Scientific,24.755,18.592,17.843,17.191,140.853,-1.628,10.27805342,25.16468101,33.14866609,4.197724598,3.792682217,True,True,True,True,True
US.COSO,COSO,CoastalSouth Bancshares,25.455,24.891,23.682,23.188,32.831,-3.242,19.16344829,26.30790219,2.265879233,5.105143147,2.130412282,True,True,True,True,True
US.CPAC,CPAC,Cementos Pacasmayo,10.475,10.464,9.344,8.53,109.858,-8.912,4.991470423,11.49986826,0.1051223242,11.98630137,9.542790152,True,True,True,True,True
US.CPCAY,CPCAY,国泰航空(ADR),8.21,7.638,7.427,7.187,41.72,-4.756,5.793113181,8.619965562,7.488871432,2.840985593,3.339362738,True,True,True,True,True
US.CPF,CPF,中央太平洋银行,34.18,32.888,31.537,30.906,37,-3.473,24.94890511,35.40978172,3.928484554,4.283857057,2.041674756,True,True,True,True,True
US.CPIX,CPIX,坎伯兰药业,4.89,3.538,3.481,3.435,164.324,-21.947,1.85000227,6.2649738,38.21368005,1.6374605,1.33915575,True,True,True,True,True
US.CPKF,CPKF,CHESAPEAKE FINANCIAL SHARES INC,34.74,33.374,28.137,26.315,83.56,-0.028,18.92569187,34.74972992,4.093006532,18.61250311,6.923807714,True,True,True,True,True
US.CPRX,CPRX,Catalyst Pharmaceuticals,31.175,26.175,24.087,23.146,63.648,-4.253,19.05003422,32.55976689,19.10219675,8.668576411,4.065497278,True,True,True,True,True
US.CQP,CQP,Cheniere Energy Partners LP,63.88,63.538,56.744,55.483,34.701,-8.43,47.42355291,69.7608387,0.5382605685,11.97307204,2.272768235,True,True,True,True,True
US.CRBJY,CRBJY,华润置地(ADR),46.735,38.643,37.717,36.392,45.071,0,32.21526011,46.735,20.94040318,2.455126336,3.64091009,True,True,True,True,True
US.CRCBY,CRCBY,重庆农村商业银行(ADR),39,32.153,23.315,21.055,173.221,0,14.27415901,39,21.295058,37.90692687,10.73379245,True,True,True,True,True
US.CRDOF,CRDOF,CERRADO GOLD INC,1.368,1.245,1.217,1.108,214.121,-21.649,0.4355009694,1.745989202,9.879518072,2.300739523,9.837545126,True,True,True,True,True
US.CRKR,CRKR,Creek Road Miners,14.24,11.378,6.228,5.243,884.98,-16.933,1.445714634,17.14278835,25.15380559,82.69107258,18.78695403,True,True,True,True,True
US.CRNT,CRNT,Ceragon,2.645,2.386,2.291,2.253,45.329,-6.833,1.820008395,2.838988054,10.85498743,4.146660847,1.686640036,True,True,True,True,True
US.CROX,CROX,卡骆驰,97.683,92.82,87.954,87.118,33.436,-15.87,73.20588147,116.1095923,5.239172592,5.53243741,0.9596179894,True,True,True,True,True
US.CRPHY,CRPHY,CERES POWER HOLDINGS PLC UNSPON ADS EACH REP 0.5 ORD SHS,5.025,2.873,2.118,1.798,1793.368,-4.103,0.2654000701,5.23999708,74.90428124,35.64683664,17.79755284,True,True,True,True,True
US.CRRFY,CRRFY,家乐福(ADR),4.05,3.805,3.456,3.336,48.351,-1.459,2.730011931,4.10996438,6.438896189,10.09837963,3.597122302,True,True,True,True,True
US.CRS,CRS,卡朋特科技,428.68,411.804,354.607,327.45,95.752,-9.882,218.9913768,475.687432,4.09806607,16.12968723,8.293479921,True,True,True,True,True
US.CRT,CRT,CRT信托,10.87,10.319,8.801,8.57,60.772,-1.429,6.76112756,11.02758418,5.339664696,17.24804,2.695449242,True,True,True,True,True
US.CRUS,CRUS,凌云半导体,162.33,153.529,135.96,130.916,76.407,-9.312,92.02015793,178.9983239,5.732467482,12.92218299,3.852852211,True,True,True,True,True
US.CRVW,CRVW,CAREVIEW COMMUNICATIONS INC,0.038,0.033,0.026,0.024,275,-10.714,0.01013333333,0.04255986381,15.15151515,26.92307692,8.333333333,True,True,True,True,True
US.CSBB,CSBB,CSB BANCORP INC OHIO,66,61.285,53.388,50.479,66.556,-3.621,39.62631187,68.47964806,7.693562862,14.79171349,5.762792448,True,True,True,True,True
US.CSCO,CSCO,思科,115.26,84.978,78.659,75.761,89.291,-3.422,60.89037514,119.34395,35.63510556,8.033410036,3.825187102,True,True,True,True,True
US.CSGS,CSGS,CSG国际,80.69,80.108,77.549,73.964,35.056,-0.049,59.74558702,80.72955748,0.7265191991,3.299849128,4.846952572,True,True,True,True,True
US.CSIOY,CSIOY,卡西欧(ADR),100.92,99.121,89.12,87.086,44.75,-10.284,69.72020725,112.4882964,1.814953441,11.22194794,2.335622258,True,True,True,True,True
US.CSR,CSR,Centerspace,68.21,62.899,62.574,60.748,34.298,-2.004,50.7900341,69.60488183,8.443695448,0.5193850481,3.005860275,True,True,True,True,True
US.CSTM,CSTM,Constellium,33.68,28.487,22.533,20.53,199.91,-3.468,11.23003568,34.88998467,18.22936778,26.4234678,9.75645397,True,True,True,True,True
US.CSWC,CSWC,西南资本,24.061,22.757,21.594,21.404,34.043,-1.512,17.95021001,24.43038746,5.730105023,5.385755302,0.8876845449,True,True,True,True,True
US.CSX,CSX,CSX运输,45.775,42.251,38.715,37.542,54.033,-1.664,29.7176579,46.5495851,8.340630991,9.133410823,3.124500559,True,True,True,True,True
US.CTBI,CTBI,大众信托合众银行,64.88,62.79,58.98,57.955,34.39,-5.581,48.27740159,68.71498321,3.328555502,6.459816887,1.76861358,True,True,True,True,True
US.CTIHY,CTIHY,中国太平(ADR),75.51,44.655,28.09,26.598,307.376,-3.57,18.53570166,78.30550659,69.09640578,58.97116412,5.609444319,True,True,True,True,True
US.CTNM,CTNM,Contineum Therapeutics,13.91,13.27,12.627,11.941,315.223,-14.819,3.350007105,16.32993273,4.822908817,5.092262612,5.744912486,True,True,True,True,True
US.CTO,CTO,CTO Realty Growth,20.01,19.389,17.991,17.4,38.399,-3.193,14.45819695,20.66999287,3.202846975,7.770551943,3.396551724,True,True,True,True,True
US.CTOS,CTOS,Custom Truck One Source,10.065,7.643,6.77,6.577,140.214,-1.516,4.190013904,10.2199342,31.68912731,12.89512555,2.934468603,True,True,True,True,True
US.CTPCY,CTPCY,中信股份(ADR),8.45,7.816,7.669,7.364,52.402,-2.312,5.544546659,8.649987716,8.111566018,1.916807928,4.141770777,True,True,True,True,True
US.CTRE,CTRE,CareTrust REIT,42.005,38.929,37.219,36.167,57.305,-2.495,26.70290201,43.07984206,7.901564386,4.594427577,2.908728952,True,True,True,True,True
US.CTS,CTS,CTS Corp,61.255,52.581,48.157,46.328,70.328,-1.233,35.96296557,62.01970294,16.49645309,9.186618768,3.947936453,True,True,True,True,True
US.CTUY,CTUY,CENTURY NEXT FINL CORP,66,65.235,57.774,54.009,53.551,-6.884,42.98246185,70.8793333,1.172683375,12.91411362,6.971060379,True,True,True,True,True
US.CTVA,CTVA,Corteva,83.62,80.995,72.458,71.916,38.816,-2.347,60.23801291,85.62972976,3.240940799,11.78199785,0.7536570443,True,True,True,True,True
US.CTXAY,CTXAY,AMPOL LTD UNSP ADS EACH REP 2 ORD SHS,49.298,46.883,42.341,41.105,63.284,-4.183,30.19156807,51.4501602,5.151120875,10.72719114,3.006933463,True,True,True,True,True
US.CTYP,CTYP,COMMUNITY BANKERS CORP,8.44,7.438,6.001,5.84,77.837,-2.988,4.745919016,8.699954645,13.47136327,23.946009,2.756849315,True,True,True,True,True
US.CUBI,CUBI,Customers Bancorp,73.84,72.266,71.812,70.484,49.051,-10.562,49.5400903,82.55998569,2.178064373,0.6322063165,1.884115544,True,True,True,True,True
US.CUEN,CUEN,CUENTAS INC,0.262,0.242,0.141,0.107,262000,-12.633,9.996184662e-05,0.2998843957,8.26446281,71.63120567,31.77570093,True,True,True,True,True
US.CUGCY,CUGCY,中国东方集团(ADR),4.2,2.805,2.651,2.594,73.231,-10.828,2.424508315,4.709998654,49.73262032,5.809128631,2.197378566,True,True,True,True,True
US.CULL,CULL,Cullman Bancorp,15,13.504,12.191,11.703,47.759,0,10.15166589,15,11.07819905,10.77024034,4.169870973,True,True,True,True,True
US.CURB,CURB,Curbline Properties,27.805,27.032,24.952,24.222,31.424,-3.921,21.15671415,28.93972668,2.859573838,8.33600513,3.013789117,True,True,True,True,True
US.CURR,CURR,Currenc Group,4.21,3.062,2.409,2.227,1188.249,-10.899,0.3268001761,4.724975028,37.4918354,27.10668327,8.172429277,True,True,True,True,True
US.CVE,CVE,Cenovus能源,30.17,26.236,20.922,19.688,142.232,-2.188,12.45500182,30.84488611,14.99466382,25.39910142,6.267777326,True,True,True,True,True
US.CVEO,CVEO,Civeo,35.76,29.435,25.749,25.066,81.063,-2.027,19.75003176,36.499852,21.48802446,14.31511903,2.724806511,True,True,True,True,True
US.CVGI,CVGI,商用汽车集团,5.53,3.819,2.346,2.206,342.4,-4.49,1.25,5.789969637,44.80230427,62.78772379,6.346328196,True,True,True,True,True
US.CVLG,CVLG,Covenant Logistics,33.375,29.297,25.408,24.812,86.471,-7.059,17.89822546,35.90987831,13.91951394,15.30620277,2.402063518,True,True,True,True,True
US.CVS,CVS,西维斯健康,97.02,78.167,77.761,75.745,70.057,-1.432,57.05145922,98.42951059,24.11887369,0.5221126272,2.661561819,True,True,True,True,True
US.CVV,CVV,CVD设备,7.16,5.149,4.254,3.986,191.056,-15.316,2.460007696,8.454961976,39.0561274,21.0390221,6.723532363,True,True,True,True,True
US.CW,CW,寇蒂斯莱特,745.38,706.805,635.756,602.408,84.049,-2.016,404.9899755,760.7160353,5.457658053,11.17551388,5.535783057,True,True,True,True,True
US.CWAN,CWAN,Clearwater Analytics,24.37,23.843,22.449,21.679,54.877,-2.788,15.73506718,25.06892153,2.210292329,6.209630719,3.551824346,True,True,True,True,True
US.CWBC,CWBC,西部社区银行,23.58,23.298,22.775,22.142,37.69,-7.862,17.12542668,25.59204671,1.210404327,2.296377607,2.858820341,True,True,True,True,True
US.CWEN.A,CWEN.A,Clearway Energy-A,40.43,38.422,33.792,32.167,62.227,-2.366,24.92186874,41.4097548,5.226172505,13.7014678,5.051761122,True,True,True,True,True
US.CX,CX,西麦斯,13.125,11.661,11.406,10.782,99.228,-3.986,6.587929408,13.66988148,12.55466941,2.235665439,5.787423484,True,True,True,True,True
US.CXDO,CXDO,Crexendo,9.67,6.992,6.714,6.613,90.352,-2.225,5.080062201,9.890053695,38.30091533,4.140601728,1.527294723,True,True,True,True,True
US.CYATY,CYATY,CONTEMPORARY AMPEREX TECHNOLOGY CO UNSPON ADS EACH REP 0.4 ORD,22.05,20.451,17.625,16.865,97.755,-9.705,11.15016055,24.41995681,7.818688573,16.03404255,4.506374148,True,True,True,True,True
US.CYBQY,CYBQY,赛百达因(ADR),1.9,1.667,1.376,1.342,115.664,-18.103,0.8810000742,2.319987301,13.97720456,21.14825581,2.533532042,True,True,True,True,True
US.CYD,CYD,玉柴国际,50.66,41.95,40.974,39.182,209.121,-10.415,16.38840454,56.54964559,20.76281287,2.38199834,4.573528661,True,True,True,True,True
US.CYRX,CYRX,Cryoport,13.23,9.716,9.529,9.384,149.152,-4.06,5.310011559,13.78986867,36.16714697,1.962430475,1.545183291,True,True,True,True,True
US.CYSM,CYSM,COMMUNITY BANCORP SANTA MARIA,20.5,18.855,15.701,14.508,67.994,0,12.20281677,20.5,8.724476266,20.08789249,8.223049352,True,True,True,True,True
US.CYTK,CYTK,Cytokinetics,78.502,65.662,64.063,59.327,163.339,-2.117,29.81024459,80.19983041,19.55468917,2.495980519,7.982874576,True,True,True,True,True
US.CZBC,CZBC,CITIZENS BANCORP(CORVALLIS OREGON),14.69,12.187,10.573,10.494,59.127,0,9.231620027,14.69,20.53827849,15.2652984,0.7528111302,True,True,True,True,True
US.CZBT,CZBT,CITIZENS BANCORP VA INC,39,36.511,32.542,31.215,44.145,-6.024,27.05608935,41.49995744,6.817123607,12.196546,4.251161301,True,True,True,True,True
US.CZFS,CZFS,Citizens Financial Services,63.85,63.253,60.095,59.548,30.864,-8.235,48.79111138,69.57990519,0.9438287512,5.255012896,0.9185866864,True,True,True,True,True
US.CZWI,CZWI,Citizens Community Bancorp,20.911,19.885,18.144,17.563,64.703,-7.093,12.69618647,22.50745369,5.159668092,9.595458554,3.308090873,True,True,True,True,True
US.DAC,DAC,达那俄斯,132.26,117.799,103.591,100.402,65.801,-2.181,79.77032708,135.2089062,12.27599555,13.71547721,3.176231549,True,True,True,True,True
US.DAL,DAL,达美航空,71.32,66.761,65.809,63.788,59.393,-6.136,44.7447504,75.98227222,6.828837195,1.446610646,3.168307519,True,True,True,True,True
US.DAN,DAN,达纳,34.68,34.432,28.196,25.921,130.548,-12.03,15.04242067,39.42253041,0.720260223,22.11661229,8.776667567,True,True,True,True,True
US.DAO,DAO,有道,12.54,10.553,10.357,10.051,56.75,-3.834,8,13.03995175,18.82876907,1.892439896,3.044473187,True,True,True,True,True
US.DAR,DAR,美国达尔令国际,62.785,59.857,46.021,42.489,115.385,-4.9,29.15012652,66.01997897,4.891658453,30.06453576,8.312739768,True,True,True,True,True
US.DAVE,DAVE,Dave Inc,235.79,224.514,211.614,211.33,54.91,-18.04,152.2109612,287.6891166,5.022403948,6.09600499,0.1343869777,True,True,True,True,True
US.DAWN,DAWN,Day One Biopharmaceuticals(已退市),21.53,18.212,11.998,10.724,282.076,0,5.635004554,21.53,18.21875686,51.79196533,11.87989556,True,True,True,True,True
US.DBI,DBI,Designer Brands,6.64,6.495,6.047,5.412,215.854,-23.416,2.10223711,8.670218322,2.232486528,7.40863238,11.73318551,True,True,True,True,True
US.DBIN,DBIN,DACOTAH BANKS INC,44.15,41.784,37.407,36.3,34.048,-1.079,32.93596324,44.63157469,5.662454528,11.70101853,3.049586777,True,True,True,True,True
US.DBRG,DBRG,DigitalBridge Group,15.665,15.5,14.121,13.437,75.452,0,8.928367873,15.665,1.064516129,9.765597337,5.090421969,True,True,True,True,True
US.DBSDY,DBSDY,DBS GROUP HLDGS LTD SPONS ADR EACH REP 4 ORD SHS,187.972,176.119,170.839,165.874,50.631,-0.388,124.7897179,188.7041722,6.73010862,3.090629189,2.99323583,True,True,True,True,True
US.DC,DC,Dakota Gold,6.34,5.536,5.448,5.167,122.417,-12.551,2.850501535,7.249939965,14.52312139,1.615271659,5.438358816,True,True,True,True,True
US.DCCPY,DCCPY,DCC UNSP ADR EACH REPR 0.1 ORD,39.5,33.325,32.653,32.377,38.354,-1.25,28.54995157,40,18.52963241,2.058003859,0.8524569911,True,True,True,True,True
US.DCO,DCO,杜科蒙,151.635,134.265,113.448,108.173,128.917,-2.993,66.24016565,156.3134619,12.937102,18.34937593,4.876447912,True,True,True,True,True
US.DCOM,DCOM,迪募社区银行,36.64,34.59,31.629,30.975,54.102,-3.324,23.77645975,37.89978899,5.926568372,9.361661766,2.111380145,True,True,True,True,True
US.DD,DD,杜邦,50.74,46.47,42.994,40.073,89.605,-3.259,26.76089766,52.44932345,9.188723908,8.084849049,7.289197215,True,True,True,True,True
US.DELL,DELL,戴尔科技,246.455,188.224,150.409,145.763,135.196,-6.642,104.7870712,263.98916,30.93707497,25.14144765,3.187365792,True,True,True,True,True
US.DFIHY,DFIHY,DFI RETAIL GROUP HOLDING LIMITED UNSPON ADR EA REP 5 COM USD0.055555,20.5,17.898,13.63,12.616,128.27,-4.651,8.980593157,21.49996329,14.5379372,31.31327953,8.037412809,True,True,True,True,True
US.DFKCY,DFKCY,大福库(ADR),24.08,19.786,17.91,17.261,114.616,-4.897,11.22003951,25.3199163,21.70221369,10.4745952,3.75992121,True,True,True,True,True
US.DFTC,DFTC,DEFENTECT GROUP INC,0.115,0.055,0.024,0.019,4007.142,-3.361,0.002800000584,0.1189995757,109.0909091,129.1666667,26.31578947,True,True,True,True,True
US.DFTX,DFTX,Definium Therapeutics,21.48,20.495,16.212,14.664,238.534,-18.171,6.345005228,26.24986252,4.806050256,26.4187022,10.55646481,True,True,True,True,True
US.DGICB,DGICB,多尼戈尔股份-B,18.87,17.67,16.525,16.15,40.461,-6.422,13.43433409,20.16499605,6.791171477,6.928895613,2.321981424,True,True,True,True,True
US.DGII,DGII,美国迪进国际,65.64,53.8,46.347,43.444,113.88,-5.973,30.6901066,69.8097355,22.00743494,16.08086823,6.682165546,True,True,True,True,True
US.DGXX,DGXX,Digi Power X,7.11,3.398,3.382,3.175,512.948,-22.715,1.159967893,9.199715339,109.2407298,0.4730928445,6.519685039,True,True,True,True,True
US.DHC,DHC,Diversified Healthcare Trust,8.61,7.357,5.892,5.403,193.314,-2.491,2.935420744,8.829954158,17.03139867,24.86422267,9.050527485,True,True,True,True,True
US.DHCNI,DHCNI,DIVERSIFIED HEALTHCARE TRUST 5.625% SR NT 01/08/2042,18.93,17.477,16.825,16.653,37.632,-0.642,13.75406882,19.05231587,8.31378383,3.875185736,1.032846934,True,True,True,True,True
US.DHCNL,DHCNL,DIVERSIFIED HEALTHCARE TRUST 6.25% SR NT 01/02/46 USD,19.825,18.487,17.9,17.71,33.662,-0.626,14.83218865,19.94988629,7.237518256,3.279329609,1.072840203,True,True,True,True,True
US.DHLGY,DHLGY,Deutsche Post AG,27.91,26.35,25.774,24.828,35.137,-5.019,20.65311499,29.38482433,5.920303605,2.234810274,3.810214274,True,True,True,True,True
US.DIMC,DIMC,DIMECO INC,52,48.492,43.862,41.919,49.425,-1.886,34.80006692,52.99957193,7.234182958,10.55583421,4.635129655,True,True,True,True,True
US.DINO,DINO,HF Sinclair,68.83,61.445,54.313,52.682,107.448,-7.31,33.17939917,74.25828029,12.01887867,13.13129453,3.095934095,True,True,True,True,True
US.DIOD,DIOD,Diodes,103.96,84.678,64.996,61.982,145.884,-11.748,42.28009956,117.7990301,22.77096767,30.2818635,4.862702075,True,True,True,True,True
US.DK,DK,Delek US,43.66,43.116,37.009,34.522,156.41,-11.797,17.02741703,49.49945013,1.261712589,16.50139155,7.204101732,True,True,True,True,True
US.DKILY,DKILY,大金工业(ADR),15.903,13.204,12.669,12.617,49.179,-2.677,10.66034764,16.3404334,20.44077552,4.222906307,0.4121423476,True,True,True,True,True
US.DKL,DKL,Delek Logistics Partners LP,51.65,50.595,47.132,45.673,41.283,-5.609,36.55783074,54.71919992,2.085186283,7.347449716,3.194447485,True,True,True,True,True
US.DLICY,DLICY,DAIICHI LIFE GROUP INC UNSP ADR EACH REPR 2 ORD,19.1,18.33,17.188,16.969,71.299,-17.352,11.15009428,23.11005711,4.200763775,6.644170351,1.290588721,True,True,True,True,True
US.DLR,DLR,数字房地产信托公司,192.675,188.15,171.597,170.411,32.658,-7.43,145.2419002,208.1397861,2.404996014,9.64643904,0.6959644624,True,True,True,True,True
US.DLTI,DLTI,DLT RESOLUTION INC,1.06,0.842,0.301,0.23,529900,-5.357,0.0002,1.119998309,25.89073634,179.7342193,30.86956522,True,True,True,True,True
US.DMFG,DMFG,DECKER MFG CORP,59.4,58.529,52.821,48.722,35.937,-11.573,43.69671245,67.17405317,1.488151173,10.8063081,8.413037232,True,True,True,True,True
US.DMLP,DMLP,多尔切斯特,27.435,27.114,24.196,24.036,37.959,-3.595,19.88634304,28.45806753,1.183890241,12.0598446,0.6656681644,True,True,True,True,True
US.DNKEY,DNKEY,丹麦银行,25.46,24.264,22.769,21.845,47.417,-3.748,17.2707354,26.45139841,4.929113089,6.565944925,4.22980087,True,True,True,True,True
US.DNLZY,DNLZY,DYNO NOBEL LTD,2.606,2.227,2.194,2.092,91.622,0,1.359969106,2.606,17.01841042,1.504102097,4.875717017,True,True,True,True,True
US.DNTH,DNTH,Dianthus Therapeutics,85.335,84.788,56.958,49.952,412.984,-11.572,16.63502176,96.50223911,0.645138463,48.86056392,14.02546445,True,True,True,True,True
US.DOCN,DOCN,DigitalOcean,159.445,95.269,65.203,57.292,523.806,-3.231,25.56002988,164.7686759,67.36294073,46.11137524,13.80821057,True,True,True,True,True
US.DOW,DOW,陶氏化学,38.66,38.352,29.587,27.858,97.371,-9.557,19.58747739,42.74515441,0.8030871923,29.62449725,6.206475698,True,True,True,True,True
US.DPMAY,DPMAY,DIPLOMA PLC UNSPON ADR EACH REP 0.25 OR,22.945,21.158,19.128,18.854,77.834,-11.648,12.90248209,25.9699837,8.445977881,10.61271435,1.453272515,True,True,True,True,True
US.DPNEY,DPNEY,达芙妮国际(ADR),0.982,0.489,0.44,0.439,161.902,0,0.3749494086,0.982,100.8179959,11.13636364,0.2277904328,True,True,True,True,True
US.DRH,DRH,DIAMONDROCK HOSPITALITY CO,10.505,9.91,9.202,8.863,50.099,-3.577,6.998714182,10.89470355,6.004036327,7.69397957,3.824889992,True,True,True,True,True
US.DRTS,DRTS,Alpha Tau Medical,10.235,7.618,6.149,5.519,264.234,-5.231,2.810006754,10.79994513,34.35284852,23.89006342,11.41511143,True,True,True,True,True
US.DSCSY,DSCSY,Disco(ADR),44.555,44.429,39.026,36.602,101.788,-15.918,22.08010387,52.98993839,0.2835985505,13.84461641,6.62258893,True,True,True,True,True
US.DSFGY,DSFGY,大新金融(ADR),14.35,11.955,9.418,8.756,71.245,-3.626,8.37980671,14.88990807,20.0334588,26.93777872,7.560529922,True,True,True,True,True
US.DSGN,DSGN,Design Therapeutics,14.68,12.186,9.946,8.861,344.175,-14.898,3.305003658,17.24988837,20.46610865,22.52161673,12.24466764,True,True,True,True,True
US.DSX,DSX,黛安娜船舶,2.76,2.513,2.131,2.016,104.417,-5.317,1.350181247,2.914990019,9.828889773,17.92585641,5.704365079,True,True,True,True,True
US.DTIL,DTIL,Precision BioSciences,8.11,6.71,5.566,5.408,129.745,-8.049,3.530000653,8.819914955,20.86438152,20.55335968,2.921597633,True,True,True,True,True
US.DTM,DTM,DT Midstream,147.17,137.649,125.272,120.095,53.249,-2.18,96.03325307,150.4498058,6.916868266,9.8801009,4.310753986,True,True,True,True,True
US.DVA,DVA,德维特,192.39,157.624,135.112,134.823,90.485,-5.081,101.0000787,202.6886082,22.05628584,16.66173249,0.2143551175,True,True,True,True,True
US.DX,DX,德尼克斯投资,13.205,13.044,13.037,12.594,31.422,-8.1,10.047785,14.36887922,1.234283962,0.05369333436,3.517548039,True,True,True,True,True
US.DXPE,DXPE,DXP Enterprises,152.54,149.305,128.637,126.218,101.822,-17.057,75.58145296,183.9094318,2.166705737,16.06691698,1.916525377,True,True,True,True,True
US.DY,DY,戴康工业,451.75,385.875,359.778,337.007,136.877,-2.812,190.7107908,464.8207598,17.07159054,7.253639745,6.756832944,True,True,True,True,True
US.E,E,埃尼石油,55.517,53.834,43.42,40.967,101.86,-4.28,27.50272466,57.99937317,3.126277074,23.98433901,5.987746235,True,True,True,True,True
US.EACO,EACO,EACO CORP,95.5,89.057,76.954,67.822,171.924,0,35.12010709,95.5,7.234692388,15.72757751,13.46465749,True,True,True,True,True
US.EATR,EATR,EASTERN ASTERIA INC,0.001,0.001,0.001,0.001,300,-14.285,0.00025,0.001166656945,0,0,0,True,True,True,True,True
US.EBCOY,EBCOY,荏原制作所(ADR),18.19,15.97,14.75,13.697,143.416,-7.146,7.47280376,19.58989381,13.9010645,8.271186441,7.68781485,True,True,True,True,True
US.EBMT,EBMT,Eagle Bancorp Montana,22.14,21.574,19.877,19.085,50.157,-7.538,14.74456735,23.94497199,2.623528321,8.53750566,4.149855908,True,True,True,True,True
US.ECG,ECG,Everus Construction,161.025,131,105.987,98.924,191.131,-6.15,55.31015247,171.5769845,22.91984733,23.60006416,7.139824512,True,True,True,True,True
US.ECLP,ECLP,ECLIPSE BANCORP INC,7.4,6.38,6.255,6.224,48,-14.844,5,8.689933769,15.98746082,1.998401279,0.4980719794,True,True,True,True,True
US.ECO,ECO,Okeanis Eco Tankers,54.24,50.934,41.252,37.425,174.92,-7.202,19.72937582,58.44953555,6.490752739,23.47037719,10.2257849,True,True,True,True,True
US.ECOR,ECOR,electroCore,6.52,6.446,5.88,5.728,56.73,-24.537,4.160020417,8.63999576,1.147998759,9.62585034,2.653631285,True,True,True,True,True
US.ECOX,ECOX,ECO INNOVATION GROUP INC,0.003,0.002,0.001,0.001,259900,-13.333,1.153846154e-06,0.003461525148,50,100,0,True,True,True,True,True
US.ECPG,ECPG,安可资本,82.24,75.924,60.473,55.801,130.525,-11.226,35.67508947,92.63973686,8.318845161,25.55024556,8.37260981,True,True,True,True,True
US.ECTM,ECTM,ECA MARCELLUS TRUST I,0.58,0.55,0.529,0.524,37.709,-6.451,0.4211779913,0.619995938,5.454545455,3.969754253,0.9541984733,True,True,True,True,True
US.ECVT,ECVT,Ecovyst,14.995,13.209,10.865,10.359,113.451,-0.299,7.025031506,15.03996951,13.52108411,21.57386102,4.884641375,True,True,True,True,True
US.EDAP,EDAP,EDAP TMS,4.15,3.685,3.339,3.001,242.975,-17.821,1.210000729,5.049951934,12.61872456,10.36238395,11.26291236,True,True,True,True,True
US.EDPFY,EDPFY,EDP S.A SPON ADR EACH REPR 10 ORD EUR1,51.602,50.359,47.513,46.398,41.816,-4.408,36.38658543,53.98150473,2.468277766,5.989939595,2.403120824,True,True,True,True,True
US.EDRVY,EDRVY,EDP RENOVAVEIS SA UNSP ADR EA REPR 2 ORD SHS EUR5,33.21,29.783,27.233,26.345,141.055,0,13.77693887,33.21,11.50656415,9.363639702,3.370658569,True,True,True,True,True
US.EDRY,EDRY,EuroDry,22.01,20.158,15.963,14.802,189.605,-8.215,7.600006906,23.97995315,9.187419387,26.27952139,7.843534657,True,True,True,True,True
US.EDVR,EDVR,ENDEAVOR BANCORP,17.7,16.593,15.227,14.528,32.96,-0.617,13.31227437,17.809887,6.671487977,8.970906942,4.811398678,True,True,True,True,True
US.EE,EE,Excelerate Energy,36.28,34.292,32.09,30.162,71.914,-15.782,21.10357504,43.07867677,5.7972705,6.861950763,6.392149062,True,True,True,True,True
